SKU,Manufacturer_ID,Brand_Name,Product_Name,Long_Description,Short_description,Category,Subcategory,Product_Group,Thumb_URL,Image_URL,Buy_Link,Keywords,Reviews,Retail_Price,Brand_Page_Link,Brand_Logo_Image,Item_Based_Commission
WBSFSSF,,,"RIVER SANDAL       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> RIVER SANDAL </div>\r\n   <p class=""description"">The heaviest-duty fishing sandal on the market today.  Great toe protection, plus a unique felt and rubber sole for traction.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Heavy-duty rubber toe guard</span></li><li><span class=""nn4"">Nylon webbing/neoprene construction</span></li><li><span class=""nn4"">Textured rubber footbed</span></li><li><span class=""nn4"">Side-release buckle with adjustable strap</span></li><li><span class=""nn4"">Felt/rubber sole combination</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				river_sandal.jpg,http://www.westbranchangler.com/site/images/items/325x325/				river_sandal.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSSF,,,79.95,,,
WBSFSN,,,"FREESTONE BOOT       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FREESTONE&reg; WADING BOOT<br> </div>\r\n   <p class=""description"">An updated version of a Simms favorite.  The new Freestone offers outstanding quality and comfort at a fantastic price.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Synthetic construction offers minimal water absorption</span></li><li><span class=""nn4"">Padded collar &amp; tongue</span></li><li><span class=""nn4"">Generous gusseted tongue for ease of entry and exit</span></li><li><span class=""nn4"">Molded internal heel and toe counters for excellent fit</span></li><li><span class=""nn4"">Nylon speed laces minimize weight</span></li><li><span class=""nn4"">EVA wedge with rubber midsole provide stable footbed</span></li><li><span class=""nn4"">Fully neoprene lined</span></li><li><span class=""nn4"">High quality nylon laces</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported<br><br></span></span><div style=""text-align: center;""><span class=""nn4""><span class=""nn4small""><span style=""text-decoration: underline;"">Felt Sole Models</span></span></span></div></li><li><div style=""text-align: left;""><span class=""nn4""><span class=""nn4small""><span style=""text-decoration: underline;""></span></span><span style=""font-style: italic;"" class=""nn4small""></span></span><span class=""nn4"">7/16th high-density, stitched felt sole offers superior durability</span><br><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small""></span></span></div><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small""><br></span></span><div style=""text-align: right;""><div style=""text-align: center;""><span class=""nn4""><span class=""nn4small""><span style=""text-decoration: underline;"">Studded Felt Models</span></span></span></div></div></li><li><span class=""nn4"">7/16th high-density, stitched felt sole and carbide-tipped studs offer superior durability and traction</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				freestone_felt_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				freestone_felt_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSN,,,79.95,,,
WBSFSL20,,,"REPLACEMENT LACES       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> REPLACEMENT LACES </div>\r\n   \r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Tough, Cordura&reg; laces for increased lifespan</span></li><li><span class=""nn4"">Feeds easily through boot hooks and eyelets</span></li></ul>\r\n    \r\n    \r\n    \r\n      \r\n        \r\n            \r\n            ",Accessories,,,http://www.westbranchangler.com/site/images/items/120x120/				replacement_laces.jpg,http://www.westbranchangler.com/site/images/items/325x325/				replacement_laces.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSL20,,,2.95,,,
WBSFSH,,,L2 WADING BOOT,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> L2 WADING BOOT<br> </div>\r\n   <p class=""description"">Standing the test of time, the L2 has become the go-to boot.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Lightweight, quick-drying synthetic leather/mesh upper</span></li><li><span class=""nn4"">Perforated neoprene lining for comfort</span></li><li><span class=""nn4"">Heel frame device provides stable footing</span></li><li><span class=""nn4"">EVA wedge midsole for cushioning</span></li><li><span class=""nn4"">High-density 7/16"" felt</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported<br></span><span style=""text-decoration: underline;"" class=""nn4small""><br></span></span><div style=""text-align: right;""><div style=""text-align: center;""><span class=""nn4""><span style=""text-decoration: underline;"" class=""nn4small"">Studded Models</span><span style=""font-style: italic;"" class=""nn4small""></span></span><br></div><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small""></span></span></div></li><li><span class=""nn4"">High-density 7/16"" felt with carbide-tipped studs</span></li></ul>\r\n    \r\n    \r\n    \r\n      \r\n        \r\n            \r\n            ",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				l2_boot_felt.jpg,http://www.westbranchangler.com/site/images/items/325x325/				l2_boot_felt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSH,,,119.95,,,
WBSFSGF,,,"G3 BOOT     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> G3 GUIDE BOOT - FELT </div>\r\n   <p class=""description"">Introduced in 2007, the G3's offer exceptional comfort, stability and durability in an easy to clean, durable leather boot.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Waterproof full grain leather upper</span></li><li><span class=""nn4"">Minimum exposed stitching for increased durability</span></li><li><span class=""nn4"">Fully neoprene lined with closed-cell foam for minimal water absorption</span></li><li><span class=""nn4"">Molded toe and heel counters provide better fit and minimize toe box collapse</span></li><li><span class=""nn4"">Fully stitched rubber rand for superior durability</span></li><li><span class=""nn4"">Generous tongue gussets for ease of entry</span></li><li><span class=""nn4"">High quality non-corrosive hardware and Cordura&reg; US-made laces</span></li><li><span class=""nn4"">Perimeter cable-stitched outsole</span></li><li><span class=""nn4"">7/16""\r\nblack high-density black felt soles are cemented and stitched to the\r\nmidsole - incredibly durable materials and construction</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				g3_guide_boot_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				g3_guide_boot_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSGF,,,179.95,,,
WBSFSG,,,"GUIDE BOOT     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> GUIDE WADING BOOT - FELT </div>\r\n   <p class=""description"">Redesigned\r\nfor 2008. Leather makes our Guide Boots burly; a molded midsole makes\r\nthem light. Our Guide Boots are tough AND comfortable.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Water-resistant Nubuck leather offers no-shrink durability</span></li><li><span class=""nn4"">Sturdy thermoplastic midsole assures lightweight footbed protection</span></li><li><span class=""nn4"">TekTuffâ„¢ provides superior ankle suppport and protection</span></li><li><span class=""nn4"">High abrasion-resistant Schoeller&reg; mesh panels offer CleanStream design for easier rinsing of invasive species</span></li><li><span class=""nn4"">Non-corrosive hardware</span></li><li><span class=""nn4"">Contoured speed lacing and durable nylon laces</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span><br><span class=""nn4""><br></span><div style=""text-align: center;""><span style=""text-decoration: underline;"" class=""nn4"">Felt Model</span><br><span class=""nn4""></span></div></li><li><span class=""nn4"">7/16"" high-density black felt soles are cemented and stitched to the midsole<br>Studded Model<br><br></span><div style=""text-align: center;""><span style=""text-decoration: underline;"" class=""nn4"">Studded Model</span></div></li><li><span class=""nn4"">7/16th high-density black felt, stitched soles and carbide-tipped studs offer great durability and extra traction</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				guide_boot.jpg,http://www.westbranchangler.com/site/images/items/325x325/				guide_boot.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSG,,,159.95,,,
WBSFSB2,,,"FLATSSNEAKER     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FLATS SNEAKER </div>\r\n   <p class=""description"">From Abaco to Christmas Island, our Flats Sneaker is the choice of saltwater anglers and professional guides.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Puncture-resistant, heavy-duty urethane quarter panels</span></li><li><span class=""nn4"">Perforated neoprene lining provides cushioned support</span></li><li><span class=""nn4"">Tough rubber toe and heel stand up to abrasion</span></li><li><span class=""nn4"">Non-marking siped sole</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				flats_sneaker.jpg,http://www.westbranchangler.com/site/images/items/325x325/				flats_sneaker.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSB2,,,99.95,,,
WBSFRP,,,"PACLITE RAIN PANT    ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> GORE-TEX&reg; PACLITE&reg; RAIN PANT </div>\r\n   <p class=""description"">A super light, super packable pant featuring the latest Gore-Tex&reg; Paclite&reg; fabric technology.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Waterproof, Extreme Wet Weather rated - 100% nylon rip-stop outer fabric</span></li><li><span class=""nn4"">Waterproof full-length leg zips for easy-on/off</span></li><li><span class=""nn4"">Elastic waistband with nylon belt</span></li><li><span class=""nn4"">Elastic ankle cuffs</span></li><li><span class=""nn4"">Sport cut with articulated knee design</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				paclight_rain_pant_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				paclight_rain_pant_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFRP,,,179.95,,,
WBSFRJ,,,"G3 GUIDE JACKET     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> G3 GUIDE JACKET </div>\r\n   <p class=""description"">Like our G3 waders, the  G3 Guide jacket is the finest product of its kind you can purchase.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Features highly breathable, 3-layer GORE-TEX&reg; Performance Shell fabric technology; Extreme Wet Weather rated</span></li><li><span class=""nn4"">Watertight stretch cuffs keep water out when you're casting or landing a fish</span></li><li><span class=""nn4"">Adjustable storm hood for protection and visibility</span></li><li><span class=""nn4"">Lined hand warmer pockets</span></li><li><span class=""nn4"">Two large bellowed chest pockets, four zippered chest pockets, bellowed back pocket</span></li><li><span class=""nn4"">Adjustable waist</span></li><li><span class=""nn4"">YKK center-front nylon tooth zipper with storm flap for durable, waterproof protection</span></li><li><span class=""nn4"">Simms Fish fly patch</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>\r\n    \r\n    \r\n    \r\n      \r\n        \r\n            \r\n            ",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				b3_jacket_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				b3_jacket_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFRJ,,,399.95,,,
WBSFRA,,," IN-VEST JACKET        ",,"IN-VEST  JACKET \r\n   <p class=""description"">This waterproof windbreaker packs down to fit in a vest pocket.  Super lightweight, convenient protection.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">2.5-layer micro coated waterproof/breathable fabric with fully taped seams</span></li><li><span class=""nn4"">Full, water-resistant center-front zipper</span></li><li><span class=""nn4"">Adjustable waist and cuff</span></li><li><span class=""nn4"">Articulated elbow</span></li><li><span class=""nn4"">Adjustable hood</span></li><li><span class=""nn4"">Thermolaminated, zippered chest pocket</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				invest_jacket_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				invest_jacket_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFRA,,,99.95,,,
WBSFPDL10,,,"DRY CREEK ROLLTOP LUMBAR BAG      ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> DRY CREEK LUMBAR BAG </div>\r\n   <p class=""description"">Watertight storage and maximum carrying capacity without excess weight.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Roll top buckle closure - weather-tight, not submersible</span></li><li><span class=""nn4"">1 Front pocket with water resistant, non-corrosive zipper</span></li><li><span class=""nn4"">Internal fixed pockets with elastic</span></li><li><span class=""nn4"">Interior of bag features continuous wrap-around padding</span></li><li><span class=""nn4"">Wing pockets on both sides of belt</span></li><li><span class=""nn4"">Convenient carry loop</span></li><li><span class=""nn4"">Accommodates Super-Fly Patch accessory</span></li><li><span class=""nn4"">Attaches to Dry Creek Backpack</span></li><li><span class=""nn4"">12"" x 7"" x 5""</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Bags,,,http://www.westbranchangler.com/site/images/items/120x120/				dry_creek_lumbar_bag.jpg,http://www.westbranchangler.com/site/images/items/325x325/				dry_creek_lumbar_bag.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPDL10,,,89.95,,,
